Gene,Non-unique Gene name,Annotation,gardnerella_leopoldii_UGent06.41,gardnerella_leopoldii_UMB6774,gardnerella_piotii_JNFY15,gardnerella_piotii_UGhent18.01,gardnerella_swidsinskii_GS9838-1,gardnerella_swidsinskii_JNFY3,gardnerella_vaginalis_ATCC14018,gardnerella_vaginalis_NR001
group_626,,phosphatidate cytidylyltransferase,GPLCAFGD_00570,IJGDKHFC_00425,,,MEHEBMPK_00507,JPHLBIEJ_00139,,
rfbB,rfbB,dTDP-glucose 46-dehydratase,,,NCOBLFIM_00463,CHHPJEJH_01101,,,HBKJMDBP_01135,LDEEJEMD_00592
group_624,,glycosyltransferase family 2 protein,GPLCAFGD_00585,IJGDKHFC_00410,,,MEHEBMPK_00522,JPHLBIEJ_00154,,
group_618,,hypothetical protein,GPLCAFGD_00566,IJGDKHFC_00429,,,MEHEBMPK_00503,JPHLBIEJ_00135,,
group_617,,zinc ABC transporter substrate-binding protein,GPLCAFGD_00393,IJGDKHFC_00603,,,MEHEBMPK_00944,JPHLBIEJ_01232,,
era,era,GTPase Era,GPLCAFGD_00624,IJGDKHFC_01211,,,MEHEBMPK_00561,JPHLBIEJ_00193,,
ruvB,ruvB,Holliday junction branch migration DNA helicase RuvB,GPLCAFGD_00601,IJGDKHFC_00393,,,MEHEBMPK_00536,JPHLBIEJ_00168,,
group_612,,ATPase T2SS/T4P/T4SS family,GPLCAFGD_01136,IJGDKHFC_00273,,,MEHEBMPK_00135,JPHLBIEJ_00750,,
group_610,,LacI family DNA-binding transcriptional regulator,GPLCAFGD_00956,IJGDKHFC_00092,,,MEHEBMPK_01231,JPHLBIEJ_00561,,
group_607,,amino acid ABC transporter permease,GPLCAFGD_00554,IJGDKHFC_00441,,,MEHEBMPK_00490,JPHLBIEJ_00122,,
group_603,hisC,histidinol-phosphate transaminase,GPLCAFGD_00010,IJGDKHFC_00842,,,MEHEBMPK_00266,JPHLBIEJ_00865,,
group_602,,HAD-IIA family hydrolase,GPLCAFGD_00475,IJGDKHFC_00528,,,MEHEBMPK_01025,JPHLBIEJ_00022,,
group_601,,ABC transporter permease,GPLCAFGD_00416,IJGDKHFC_00580,,,MEHEBMPK_00965,JPHLBIEJ_01253,,
group_600,,LacI family DNA-binding transcriptional regulator,GPLCAFGD_00120,IJGDKHFC_00728,,,MEHEBMPK_00380,JPHLBIEJ_00978,,
group_597,,class E sortase,GPLCAFGD_01054,IJGDKHFC_00190,,,MEHEBMPK_00050,JPHLBIEJ_00664,,
group_592,,vWA domain-containing protein,GPLCAFGD_00502,IJGDKHFC_00501,,,MEHEBMPK_01057,JPHLBIEJ_00053,,
tilS,tilS,tRNA lysidine(34) synthetase TilS,GPLCAFGD_00832,IJGDKHFC_01037,,,MEHEBMPK_00772,JPHLBIEJ_00425,,
group_590,ugpC,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,,,NCOBLFIM_00666,CHHPJEJH_00092,,,HBKJMDBP_00100,LDEEJEMD_00414
ugpC,ugpC,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,GPLCAFGD_01093,IJGDKHFC_00230,,,MEHEBMPK_00089,JPHLBIEJ_00702,,
group_587,,Mrp/NBP35 family ATP-binding protein,GPLCAFGD_00547,IJGDKHFC_00448,,,MEHEBMPK_00483,JPHLBIEJ_00115,,
group_584,,GuaB3 family IMP dehydrogenase-related protein,GPLCAFGD_00578,IJGDKHFC_00417,,,MEHEBMPK_00515,JPHLBIEJ_00147,,
group_581,,MoxR family ATPase,GPLCAFGD_00506,IJGDKHFC_00497,,,MEHEBMPK_01061,JPHLBIEJ_00057,,
group_579,,polyprenyl synthetase family protein,GPLCAFGD_00485,IJGDKHFC_00518,,,MEHEBMPK_01035,JPHLBIEJ_00032,,
group_576,recA,recombinase RecA,GPLCAFGD_00725,IJGDKHFC_00923,,,MEHEBMPK_00666,JPHLBIEJ_00292,,
folP,folP,dihydropteroate synthase,GPLCAFGD_00455,IJGDKHFC_00542,,,MEHEBMPK_01012,JPHLBIEJ_00009,,
group_574,;leuS,leucine--tRNA ligase;hypothetical protein,,,NCOBLFIM_01182,CHHPJEJH_00626,,,HBKJMDBP_00808,LDEEJEMD_01370;LDEEJEMD_01371;LDEEJEMD_01369;LDEEJEMD_01368
group_573,,hypothetical protein,,,NCOBLFIM_01181,CHHPJEJH_00625,,,HBKJMDBP_00809,LDEEJEMD_01367
fucO,fucO,lactaldehyde reductase,,,NCOBLFIM_01146,CHHPJEJH_00590,,,HBKJMDBP_00845,LDEEJEMD_01326
dnaJ,dnaJ,molecular chaperone DnaJ,GPLCAFGD_00653,IJGDKHFC_01220,,,MEHEBMPK_00597,JPHLBIEJ_00222,,
group_568,,quinone-dependent dihydroorotate dehydrogenase,GPLCAFGD_00076,IJGDKHFC_00772,,,MEHEBMPK_00338,JPHLBIEJ_00936,,
group_563,,branched-chain amino acid aminotransferase,GPLCAFGD_00620,IJGDKHFC_00374,,,MEHEBMPK_00558,JPHLBIEJ_00190,,
group_560,purK,5-(carboxyamino)imidazole ribonucleotide synthase,GPLCAFGD_00744,IJGDKHFC_00942,,,MEHEBMPK_00681,JPHLBIEJ_00311,,
group_553,,pyridoxal phosphate-dependent aminotransferase,GPLCAFGD_00583,IJGDKHFC_00412,,,MEHEBMPK_00520,JPHLBIEJ_00152,,
trpB,trpB,tryptophan synthase subunit beta,GPLCAFGD_01024,IJGDKHFC_00161,,,MEHEBMPK_00021,JPHLBIEJ_00635,,
group_551,,PhoH family protein,GPLCAFGD_00627,IJGDKHFC_01208,,,MEHEBMPK_00564,JPHLBIEJ_00196,,
group_546,,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,GPLCAFGD_00801,IJGDKHFC_01005,,,MEHEBMPK_00740,JPHLBIEJ_00393,,
group_543,,pyridoxal phosphate-dependent aminotransferase,GPLCAFGD_01127,IJGDKHFC_00264,,,MEHEBMPK_00126,JPHLBIEJ_00741,,
group_539,,FtsX-like permease family protein,GPLCAFGD_00134,IJGDKHFC_00714,,,MEHEBMPK_00394,JPHLBIEJ_00992,,
group_537,,hypothetical protein,,,NCOBLFIM_01180,CHHPJEJH_00624,,,HBKJMDBP_00810,LDEEJEMD_01366
ftsZ,ftsZ,cell division protein FtsZ,GPLCAFGD_00210,IJGDKHFC_01158,,,MEHEBMPK_00821,JPHLBIEJ_01074,,
group_536,,argininosuccinate synthase,GPLCAFGD_00471,IJGDKHFC_00532,,,MEHEBMPK_01021,JPHLBIEJ_00018,,
group_535,,fructosamine kinase;fructosamine kinase family protein,,,NCOBLFIM_01179,CHHPJEJH_00623,,,HBKJMDBP_00811,LDEEJEMD_01365
group_534,,ABC transporter substrate-binding protein;hypothetical protein,,,NCOBLFIM_01178,CHHPJEJH_00622,,,HBKJMDBP_00812,LDEEJEMD_01363
group_529,,peptidase A8,,,NCOBLFIM_00606,CHHPJEJH_00032,,,HBKJMDBP_00036,LDEEJEMD_00477
group_526,,hydantoinase/carbamoylase family amidase,GPLCAFGD_00538,IJGDKHFC_00457,,,MEHEBMPK_00474,JPHLBIEJ_00106,,
group_525,,carboxylate--amine ligase,GPLCAFGD_00220,IJGDKHFC_01148,,,MEHEBMPK_00831,JPHLBIEJ_01094,,
group_516,,Na+/H+ antiporter NhaA,GPLCAFGD_00632,IJGDKHFC_01203,,,MEHEBMPK_00569,JPHLBIEJ_00201,,
group_512,,FAD-binding protein,GPLCAFGD_00014,IJGDKHFC_00838,,,MEHEBMPK_00270,JPHLBIEJ_00869,,
group_510,,ABC transporter substrate-binding protein,,,,,MEHEBMPK_01191,JPHLBIEJ_00599,HBKJMDBP_01301,LDEEJEMD_01530
group_506,,fuconate dehydratase,,,NCOBLFIM_01144,CHHPJEJH_00588,,,HBKJMDBP_00847,LDEEJEMD_01323
group_504,purT,formate-dependent phosphoribosylglycinamide formyltransferase,GPLCAFGD_00734,IJGDKHFC_00932,,,MEHEBMPK_00671,JPHLBIEJ_00301,,
serS,serS,serine--tRNA ligase,GPLCAFGD_00126,IJGDKHFC_00722,,,MEHEBMPK_00386,JPHLBIEJ_00984,,
group_497,,LCP family protein,GPLCAFGD_00382,IJGDKHFC_00614,,,MEHEBMPK_00933,JPHLBIEJ_01221,,
tyrS,tyrS,tyrosine--tRNA ligase,GPLCAFGD_00473,IJGDKHFC_00530,,,MEHEBMPK_01023,JPHLBIEJ_00020,,
group_488,,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase,GPLCAFGD_00431,IJGDKHFC_00566,,,MEHEBMPK_00987,JPHLBIEJ_01275,,
group_486,,long-chain fatty acid--CoA ligase;AMP-dependent synthetase/ligase,,,NCOBLFIM_01177,CHHPJEJH_00621,,,HBKJMDBP_00813,LDEEJEMD_01362
group_482,,GntP family permease,,,NCOBLFIM_00507,CHHPJEJH_01205,,,HBKJMDBP_01234,LDEEJEMD_01431
cnbA,cnbA;,Chloronitrobenzene nitroreductase;nitroreductase family protein,GPLCAFGD_01002,IJGDKHFC_00139,,,MEHEBMPK_01179,JPHLBIEJ_00612,,
group_478,,helix-turn-helix domain-containing protein,GPLCAFGD_00889,IJGDKHFC_00028,,,MEHEBMPK_01129,JPHLBIEJ_00490,,
group_477,,PFL family protein,GPLCAFGD_00861,IJGDKHFC_01070,,,MEHEBMPK_01157,JPHLBIEJ_00461,,
group_475,,AAA family ATPase,GPLCAFGD_00897,IJGDKHFC_00035,,,MEHEBMPK_01120,JPHLBIEJ_00502,,
group_474,,dipeptidase,GPLCAFGD_00171,IJGDKHFC_00677,,,MEHEBMPK_00432,JPHLBIEJ_01029,,
group_473,,ABC transporter permease,GPLCAFGD_00842,IJGDKHFC_01046,,,MEHEBMPK_00781,JPHLBIEJ_00435,,
group_472,,hypothetical protein,GPLCAFGD_00548,IJGDKHFC_00447,,,MEHEBMPK_00484,JPHLBIEJ_00116,,
group_470,pheT,phenylalanine--tRNA ligase subunit beta,GPLCAFGD_00469,IJGDKHFC_00534,,,MEHEBMPK_01019,JPHLBIEJ_00016,,
allB,allB,allantoinase AllB,GPLCAFGD_00540,IJGDKHFC_00455,,,MEHEBMPK_00476,JPHLBIEJ_00108,,
group_468,,alpha/beta hydrolase-fold protein,GPLCAFGD_00741,IJGDKHFC_00939,,,MEHEBMPK_00678,JPHLBIEJ_00308,,
group_464,,replication-associated recombination protein A,GPLCAFGD_00591,IJGDKHFC_00403,,,MEHEBMPK_00526,JPHLBIEJ_00158,,
group_463,,PTS ascorbate transporter subunit IIC,GPLCAFGD_00423,IJGDKHFC_00573,,,MEHEBMPK_00980,JPHLBIEJ_01268,,
group_456,,hypothetical protein,GPLCAFGD_00742,IJGDKHFC_00940,,,MEHEBMPK_00679,JPHLBIEJ_00309,,
glmU,glmU,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,GPLCAFGD_00717,IJGDKHFC_00915,,,MEHEBMPK_00658,JPHLBIEJ_00284,,
group_454,,hypothetical protein,GPLCAFGD_01094,IJGDKHFC_00231,,,MEHEBMPK_00090,JPHLBIEJ_00703,,
group_452,,CCA tRNA nucleotidyltransferase,GPLCAFGD_01085,IJGDKHFC_00222,,,MEHEBMPK_00081,JPHLBIEJ_00694,,
group_449,,UTP--glucose-1-phosphate uridylyltransferase,GPLCAFGD_00555,IJGDKHFC_00440,,,MEHEBMPK_00491,JPHLBIEJ_00123,,
hisS,hisS,histidine--tRNA ligase,GPLCAFGD_00549,IJGDKHFC_00446,,,MEHEBMPK_00485,JPHLBIEJ_00117,,
group_438,,folylpolyglutamate synthase/dihydrofolate synthase family protein,GPLCAFGD_00218,IJGDKHFC_01150,,,MEHEBMPK_00829,JPHLBIEJ_01092,,
group_432,,putative allantoin permease,GPLCAFGD_00539,IJGDKHFC_00456,,,MEHEBMPK_00475,JPHLBIEJ_00107,,
group_431,,hypothetical protein,GPLCAFGD_00379,IJGDKHFC_00617,,,MEHEBMPK_00930,JPHLBIEJ_01218,,
group_430,purF,amidophosphoribosyltransferase,GPLCAFGD_00737,IJGDKHFC_00935,,,MEHEBMPK_00674,JPHLBIEJ_00304,,
group_429,,amino acid permease,GPLCAFGD_00708,IJGDKHFC_00906,,,MEHEBMPK_00649,JPHLBIEJ_00275,,
group_426,,hemolysin family protein,GPLCAFGD_00625,IJGDKHFC_01210,,,MEHEBMPK_00562,JPHLBIEJ_00194,,
group_424,,glycine--tRNA ligase,GPLCAFGD_00208,IJGDKHFC_01160,,,MEHEBMPK_00819,JPHLBIEJ_01072,,
group_422,,PTS ascorbate transporter subunit IIC,GPLCAFGD_00951,IJGDKHFC_00087,,,MEHEBMPK_01236,JPHLBIEJ_00556,,
group_420,,C1 family peptidase,GPLCAFGD_00942,IJGDKHFC_00078,,,MEHEBMPK_01245,JPHLBIEJ_00547,,
group_415,,hypothetical protein,GPLCAFGD_00385,IJGDKHFC_00611,,,MEHEBMPK_00936,JPHLBIEJ_01224,,
group_410,,aminopeptidase P family protein,GPLCAFGD_00217,IJGDKHFC_01151,,,MEHEBMPK_00828,JPHLBIEJ_01091,,
group_409,,multidrug efflux MFS transporter,GPLCAFGD_00123,IJGDKHFC_00725,,,MEHEBMPK_00383,JPHLBIEJ_00981,,
group_407,,ABC-F family ATP-binding cassette domain-containing protein,GPLCAFGD_00581,IJGDKHFC_00414,,,MEHEBMPK_00518,JPHLBIEJ_00150,,
group_404,,C69 family dipeptidase,GPLCAFGD_00949,IJGDKHFC_00085,,,MEHEBMPK_01238,JPHLBIEJ_00554,,
group_399,groL,chaperonin GroEL,GPLCAFGD_00509,IJGDKHFC_00494,,,MEHEBMPK_01064,JPHLBIEJ_00060,,
group_397,,amino acid permease,GPLCAFGD_00015,IJGDKHFC_00837,,,MEHEBMPK_00271,JPHLBIEJ_00870,,
group_393,,YifB family Mg chelatase-like AAA ATPase,GPLCAFGD_00429,IJGDKHFC_00568,,,MEHEBMPK_00985,JPHLBIEJ_01273,,
group_392,,acyl-CoA carboxylase subunit beta,GPLCAFGD_00884,IJGDKHFC_00023,,,MEHEBMPK_01134,JPHLBIEJ_00485,,
ptsP,ptsP,phosphoenolpyruvate--protein phosphotransferase,GPLCAFGD_00954,IJGDKHFC_00090,,,MEHEBMPK_01233,JPHLBIEJ_00559,,
purH,purH,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,GPLCAFGD_00597,IJGDKHFC_00397,,,MEHEBMPK_00532,JPHLBIEJ_00164,,
uvrA,uvrA,excinuclease ABC subunit UvrA,GPLCAFGD_00580,IJGDKHFC_00415,,,MEHEBMPK_00517,JPHLBIEJ_00149,,
group_382,,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,,,NCOBLFIM_00569,CHHPJEJH_01139,,,HBKJMDBP_01312,LDEEJEMD_01538
group_379,,hypothetical protein,GPLCAFGD_00457,IJGDKHFC_00540,,,MEHEBMPK_01014,JPHLBIEJ_00011,,
leuS,leuS,leucine--tRNA ligase,GPLCAFGD_00699,IJGDKHFC_00897,,,MEHEBMPK_00640,JPHLBIEJ_00266,,
group_371,,cation-translocating P-type ATPase,GPLCAFGD_01022,IJGDKHFC_00159,,,MEHEBMPK_00019,JPHLBIEJ_00633,,
group_365,,hypothetical protein;class C sortase,GPLCAFGD_00187,IJGDKHFC_01180,,,MEHEBMPK_00792;MEHEBMPK_00791,JPHLBIEJ_01044;JPHLBIEJ_01043;JPHLBIEJ_01045,,
aspS,aspS,aspartate--tRNA ligase,,,NCOBLFIM_00040,CHHPJEJH_00698,,,HBKJMDBP_00713,LDEEJEMD_00959
murJ,murJ,murein biosynthesis integral membrane protein MurJ,GPLCAFGD_01082,IJGDKHFC_00219,,,MEHEBMPK_00078,JPHLBIEJ_00691,,
group_361,,AMP-dependent synthetase/ligase,GPLCAFGD_00704,IJGDKHFC_00902,,,MEHEBMPK_00645,JPHLBIEJ_00271,,
group_356,,ATP-grasp domain-containing protein,,,NCOBLFIM_00472,CHHPJEJH_01110,,,HBKJMDBP_00341,LDEEJEMD_00135
metG,metG,methionine--tRNA ligase,GPLCAFGD_00943,IJGDKHFC_00079,,,MEHEBMPK_01244,JPHLBIEJ_00548,,
group_353,lepA,translation elongation factor 4,,,NCOBLFIM_00140,CHHPJEJH_00800,,,HBKJMDBP_00653,LDEEJEMD_00886
asnB,asnB,asparagine synthase (glutamine-hydrolyzing),GPLCAFGD_00227,IJGDKHFC_01141,,,MEHEBMPK_00838,JPHLBIEJ_01101,,
lepA,lepA,translation elongation factor 4,GPLCAFGD_00617,IJGDKHFC_00377,,,MEHEBMPK_00552,JPHLBIEJ_00184,,
group_351,,ABC transporter ATP-binding protein,GPLCAFGD_00939,IJGDKHFC_00075,,,MEHEBMPK_01248,JPHLBIEJ_00544,,
group_348,,acetylesterase;alpha/beta hydrolase,,,NCOBLFIM_00524,CHHPJEJH_01188,,,HBKJMDBP_01251,LDEEJEMD_01452
group_346,,ATP-grasp domain-containing protein,GPLCAFGD_00885,IJGDKHFC_00024,,,MEHEBMPK_01133,JPHLBIEJ_00486,,
group_343,,WYL domain-containing protein,GPLCAFGD_00556,IJGDKHFC_00439,,,MEHEBMPK_00493,JPHLBIEJ_00125,,
group_340,typA,translational GTPase TypA,,,NCOBLFIM_00983,CHHPJEJH_00408,,,HBKJMDBP_00445,LDEEJEMD_00693
typA,typA,translational GTPase TypA,GPLCAFGD_00233,IJGDKHFC_01135,,,MEHEBMPK_00844,JPHLBIEJ_01107,,
group_338,,serralysin;polyprenyl synthetase family protein,,,NCOBLFIM_01097,CHHPJEJH_00541,,,HBKJMDBP_00937,LDEEJEMD_01220
group_336,,hypothetical protein;serine/threonine protein kinase;PASTA domain-containing protein,,,NCOBLFIM_01096,CHHPJEJH_00540,,,HBKJMDBP_00938,LDEEJEMD_01218;LDEEJEMD_01219
group_329,,ribonuclease J,GPLCAFGD_00848,IJGDKHFC_01052,,,MEHEBMPK_01177,JPHLBIEJ_00442,,
group_328,,dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein,,,NCOBLFIM_00595,CHHPJEJH_00022,,,HBKJMDBP_00026,LDEEJEMD_00485
group_325,,AMP-dependent synthetase/ligase,GPLCAFGD_00576,IJGDKHFC_00419,,,MEHEBMPK_00513,JPHLBIEJ_00145,,
group_323,,AMP-binding protein,GPLCAFGD_00622,IJGDKHFC_00372,,,MEHEBMPK_00560,JPHLBIEJ_00192,,
group_322,,ABC transporter ATP-binding protein,GPLCAFGD_00821,IJGDKHFC_01025,,,MEHEBMPK_00760,JPHLBIEJ_00413,,
group_321,,LTA synthase family protein,GPLCAFGD_00740,IJGDKHFC_00938,,,MEHEBMPK_00677,JPHLBIEJ_00307,,
group_320,,cell division protein FtsW;putative lipid II flippase FtsW,,,NCOBLFIM_00376,CHHPJEJH_01015,,,HBKJMDBP_01068,LDEEJEMD_01046
glgX,glgX,glycogen debranching protein GlgX,GPLCAFGD_00415,IJGDKHFC_00581,,,MEHEBMPK_00964,JPHLBIEJ_01252,,
group_315,,phosphoribosylformylglycinamidine synthase,GPLCAFGD_00736,IJGDKHFC_00934,,,MEHEBMPK_00673,JPHLBIEJ_00303,,
der,der,bifunctional cytidylate kinase/GTPase Der,GPLCAFGD_00593,IJGDKHFC_00401,,,MEHEBMPK_00528,JPHLBIEJ_00160,,
group_308,,beta-carotene 1515'-monooxygenase,GPLCAFGD_00582,IJGDKHFC_00413,,,MEHEBMPK_00519,JPHLBIEJ_00151,,
group_302,,hypothetical protein,,,NCOBLFIM_01061,,MEHEBMPK_00879,JPHLBIEJ_01143,,LDEEJEMD_01013
group_293,,exodeoxyribonuclease VII small subunit,,,NCOBLFIM_00364,CHHPJEJH_01002,,,HBKJMDBP_01056,LDEEJEMD_01065
group_291,,transglycosylase domain-containing protein,GPLCAFGD_00075,IJGDKHFC_00773,,,MEHEBMPK_00337,JPHLBIEJ_00935,,
group_290,,transglycosylase domain-containing protein,GPLCAFGD_00962,IJGDKHFC_00098,,,MEHEBMPK_01225,JPHLBIEJ_00567,,
group_283,,ATP-dependent Clp protease ATP-binding subunit ClpC;ATP-dependent Clp protease ATP-binding subunit,,,NCOBLFIM_00110,CHHPJEJH_00768,,,HBKJMDBP_00880,LDEEJEMD_01291
group_282,,cold-shock protein;cold shock domain-containing protein,,,NCOBLFIM_00112,CHHPJEJH_00770,,,HBKJMDBP_00882,LDEEJEMD_01289
group_281,,hypothetical protein;two-component sensor histidine kinase;HAMP domain-containing histidine kinase,,,NCOBLFIM_00113,CHHPJEJH_00771,,,HBKJMDBP_00883,LDEEJEMD_01288;LDEEJEMD_01287
group_278,,abortive phage infection protein,GPLCAFGD_00353,IJGDKHFC_00644,NCOBLFIM_00248,,,JPHLBIEJ_01189,,
group_277,,DNA-binding response regulator;response regulator transcription factor,,,NCOBLFIM_00114,CHHPJEJH_00772,,,HBKJMDBP_00884,LDEEJEMD_01286
group_275,,WXG100 family type VII secretion target,,,NCOBLFIM_00116,CHHPJEJH_00774,,,HBKJMDBP_00886,LDEEJEMD_01285
group_270,,nucleotidyl transferase AbiEii/AbiGii toxin family protein;hypothetical protein,GPLCAFGD_00354,IJGDKHFC_00642;IJGDKHFC_00643,NCOBLFIM_00247,,,JPHLBIEJ_01190,,
groL,groL,molecular chaperone GroEL;chaperonin GroEL,,,NCOBLFIM_00117,CHHPJEJH_00775,,,HBKJMDBP_00887,LDEEJEMD_01284
group_269,,transcription initiation factor IIF;hypothetical protein,,,NCOBLFIM_00118,CHHPJEJH_00776,,,HBKJMDBP_00888,LDEEJEMD_01283
group_254,,uracil-DNA glycosylase,,,NCOBLFIM_00119,CHHPJEJH_00777,,,HBKJMDBP_00889,LDEEJEMD_01282
group_253,,AAA family ATPase;MoxR family ATPase,,,NCOBLFIM_00120,CHHPJEJH_00778,,,HBKJMDBP_00890,LDEEJEMD_01281
group_222,,hypothetical protein,,,NCOBLFIM_00122,CHHPJEJH_00780,,,HBKJMDBP_00892,LDEEJEMD_01279
group_221,,VWA domain-containing protein;hypothetical protein,,,NCOBLFIM_00123,CHHPJEJH_00781,,,HBKJMDBP_00893,LDEEJEMD_01278
group_212,,ABC transporter,GPLCAFGD_00121,IJGDKHFC_00727,,,MEHEBMPK_00381,JPHLBIEJ_00979,,
group_206,ileS;,isoleucine--tRNA ligase;hypothetical protein;mupirocin-resistant isoleucine--tRNA ligase,,,NCOBLFIM_00361,CHHPJEJH_00999,,,HBKJMDBP_01054,LDEEJEMD_01070;LDEEJEMD_01071
group_201,,teichoic acid transporter,,,NCOBLFIM_00798,CHHPJEJH_00222,,,HBKJMDBP_01200,LDEEJEMD_01586
group_197,,ATP-dependent Clp protease ATP-binding subunit,GPLCAFGD_00516,IJGDKHFC_00487,,,MEHEBMPK_01071,JPHLBIEJ_00067,,
group_196,,DEAD/DEAH box helicase,GPLCAFGD_00558,IJGDKHFC_00437,,,MEHEBMPK_00495,JPHLBIEJ_00127,,
group_195,,glycoside hydrolase family 25 protein;glycosyl hydrolase,GPLCAFGD_00878,IJGDKHFC_01087,,,MEHEBMPK_01139,JPHLBIEJ_00479,,
group_193,,KUP/HAK/KT family potassium transporter,GPLCAFGD_00934,IJGDKHFC_00070,,,MEHEBMPK_01253,JPHLBIEJ_00539,,
group_190,,hypothetical protein;VWA domain-containing protein,,,NCOBLFIM_00124,CHHPJEJH_00782,,,HBKJMDBP_00894,LDEEJEMD_01277
group_179,,hypothetical protein,GPLCAFGD_00408,IJGDKHFC_00588,,,MEHEBMPK_00956;MEHEBMPK_00957,JPHLBIEJ_01244;JPHLBIEJ_01245,,
group_178,,helix-turn-helix transcriptional regulator,GPLCAFGD_00320,IJGDKHFC_01096,NCOBLFIM_01072,CHHPJEJH_00517,,,,
group_177,,LacI family DNA-binding transcriptional regulator;LacI family transcriptional regulator,GPLCAFGD_00976,IJGDKHFC_00112,,,,,HBKJMDBP_01277,LDEEJEMD_01503
group_174,,hypothetical protein;helicase,,,NCOBLFIM_00824,CHHPJEJH_00248,,,HBKJMDBP_00263,LDEEJEMD_00227;LDEEJEMD_00225;LDEEJEMD_00224;LDEEJEMD_00223;LDEEJEMD_00228;LDEEJEMD_00226
group_173,,YcxB family protein;hypothetical protein,,,NCOBLFIM_01071,CHHPJEJH_00516,,,HBKJMDBP_00511,LDEEJEMD_00740
group_160,,ABC transporter permease;sugar ABC transporter permease;hypothetical protein,GPLCAFGD_00974,IJGDKHFC_00110,,,,,HBKJMDBP_01275,LDEEJEMD_01499;LDEEJEMD_01501
group_159,,sugar ABC transporter substrate-binding protein;extracellular solute-binding protein,GPLCAFGD_00975,IJGDKHFC_00111,,,,,HBKJMDBP_01276,LDEEJEMD_01502
group_158,,hypothetical protein;type II toxin-antitoxin system RelE/ParE family toxin,GPLCAFGD_00314,,NCOBLFIM_01057,CHHPJEJH_00498,,,,LDEEJEMD_00735
group_154,,carbohydrate ABC transporter permease,GPLCAFGD_00973,IJGDKHFC_00109,,,,,HBKJMDBP_01274,LDEEJEMD_01498
group_144,,hypothetical protein,,,NCOBLFIM_00825,CHHPJEJH_00249,,,HBKJMDBP_00264,LDEEJEMD_00222
group_143,,holo-ACP synthase,GPLCAFGD_00880,IJGDKHFC_00019,,,MEHEBMPK_01137,JPHLBIEJ_00481,,
secA,secA,preprotein translocase subunit SecA,GPLCAFGD_00481,IJGDKHFC_00522,,,MEHEBMPK_01031,JPHLBIEJ_00028,,
group_140,,hypothetical protein;peptidase M23;LysM peptidoglycan-binding domain-containing protein,,,NCOBLFIM_00388,CHHPJEJH_01027,,,HBKJMDBP_01080,LDEEJEMD_01035
group_138,,MFS transporter;alpha/beta fold hydrolase,,,NCOBLFIM_00108,CHHPJEJH_00766,,,HBKJMDBP_00663,LDEEJEMD_00896
lysX,lysX;,Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX;hypothetical protein,,,NCOBLFIM_00109,CHHPJEJH_00767,,,HBKJMDBP_00662,LDEEJEMD_00895
group_134,,arylsulfatase;LTA synthase family protein,,,NCOBLFIM_00107,CHHPJEJH_00765,,,HBKJMDBP_00664,LDEEJEMD_00897
purD,;purD,phosphoribosylamine--glycine ligase,,,NCOBLFIM_00106,CHHPJEJH_00764,,,HBKJMDBP_00665,LDEEJEMD_00898
purF,;purF,hypothetical protein;amidophosphoribosyltransferase,,,NCOBLFIM_00104,CHHPJEJH_00762,,,HBKJMDBP_00667,LDEEJEMD_00901;LDEEJEMD_00900
purM,;purM,phosphoribosylformylglycinamidine cyclo-ligase,,,NCOBLFIM_00105,CHHPJEJH_00763,,,HBKJMDBP_00666,LDEEJEMD_00899
purQ,;purQ,hypothetical protein;Phosphoribosylformylglycinamidine synthase subunit PurQ;phosphoribosylformylglycinamidine synthase,,,NCOBLFIM_00103,CHHPJEJH_00761,,,HBKJMDBP_00668,LDEEJEMD_00904;LDEEJEMD_00903;LDEEJEMD_00902;LDEEJEMD_00905;LDEEJEMD_00906
group_115,,phosphoribosylaminoimidazolesuccinocarboxamide synthase,,,NCOBLFIM_00102,CHHPJEJH_00760,,,HBKJMDBP_00669,LDEEJEMD_00908
group_112,,hypothetical protein,,,NCOBLFIM_00382,CHHPJEJH_01021,,,HBKJMDBP_01074,LDEEJEMD_01040
group_111,,hypothetical protein,,,NCOBLFIM_00544,CHHPJEJH_01166,,,HBKJMDBP_01278,LDEEJEMD_01504
group_110,,lipid II flippase MurJ,,,NCOBLFIM_00656,CHHPJEJH_00082,,,HBKJMDBP_00090,LDEEJEMD_00425
group_108,,DNA mismatch repair protein MutT;NUDIX hydrolase,,,NCOBLFIM_00658,CHHPJEJH_00084,,,HBKJMDBP_00092,LDEEJEMD_00423
